roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,-0.01980941,-0.019470265,0.00033914426,-0.8990817070007324,0.38047927618026733,0.4406688894544329,0.37359619140625,False
1,lh_GPe,-0.02681706,-0.026178371,0.00063868886,-1.5366955995559692,0.14176000654697418,0.24301715408052715,0.156402587890625,False
2,lh_GPi,0.013081537,0.01405009,0.00096855353,-1.710384488105774,0.10437504202127457,0.24301715408052715,0.12318801879882812,False
3,lh_Pu,-0.03072013,-0.029372271,0.0013478609,-2.2155044078826904,0.03985636681318283,0.1765320897102356,0.060207366943359375,False
4,lh_STH,-0.028746003,-0.028169297,0.0005767055,-1.6616029739379883,0.11390937864780426,0.24301715408052715,0.11337661743164062,False
5,lh_cerebellum_dentate,-0.008480437,-0.00785061,0.0006298268,-1.9385802745819092,0.06839641183614731,0.22231398026148477,0.09551239013671875,False
6,lh_cerebellum_motor,0.0072102924,0.0076974942,0.00048720193,-0.8892757892608643,0.3855852782726288,0.4406688894544329,0.4653167724609375,False
7,lh_paracentral_smooth3mm,0.017116308,0.017719425,0.0006031189,-1.5451542139053345,0.13970886170864105,0.24301715408052715,0.09551239013671875,False
8,lh_postcentral_smooth3mm,0.040729914,0.041824367,0.0010944505,-2.1642708778381348,0.0441330224275589,0.1765320897102356,0.044559478759765625,False
9,lh_precentral_smooth3mm,0.050973676,0.051619124,0.0006454475,-0.8940877914428711,0.383074015378952,0.4406688894544329,0.3954620361328125,False
10,lh_superiorfrontal_smooth3mm,-0.0014176401,-0.0014787249,-6.108469e-05,0.12096146494150162,0.9050615429878235,0.9050615429878235,0.5677604675292969,False
11,lh_vim,0.010706212,0.011262493,0.0005562803,-1.395236611366272,0.17992223799228668,0.28270451724529266,0.24125289916992188,False
12,lh_zi,0.010097024,0.010553192,0.0004561665,-1.3669573068618774,0.18846967816352844,0.28270451724529266,0.21011734008789062,False
13,rh_Ca,-0.0105745895,-0.010193032,0.0003815559,-0.8371463418006897,0.41348716616630554,0.4510769085450606,0.5677604675292969,False
14,rh_GPe,-0.0016377926,-0.00060650625,0.0010312864,-2.8347253799438477,0.010986733250319958,0.08789386600255966,0.01082611083984375,False
15,rh_GPi,-0.023848535,-0.02307934,0.0007691959,-2.863954782485962,0.010317116975784302,0.08789386600255966,0.01082611083984375,False
16,rh_Pu,-0.005208064,-0.0042845644,0.00092349877,-2.848923921585083,0.010656382888555527,0.08789386600255966,0.014068603515625,False
17,rh_STH,-0.06077392,-0.059988216,0.0007857086,-1.5522701740264893,0.13800260424613953,0.24301715408052715,0.1956329345703125,False
18,rh_cerebellum_dentate,0.0067563136,0.008235738,0.0014794242,-2.5781776905059814,0.018948068842291832,0.11368841305375099,0.0180816650390625,False
19,rh_cerebellum_motor,-0.049426652,-0.048523407,0.0009032433,-1.8817734718322754,0.07613951712846756,0.22231398026148477,0.104156494140625,False
20,rh_paracentral_smooth3mm,0.020249262,0.020660542,0.00041127735,-0.8893304467201233,0.38555678725242615,0.4406688894544329,0.3320655822753906,False
21,rh_postcentral_smooth3mm,0.01563631,0.016135829,0.0004995187,-1.8331832885742188,0.0833677425980568,0.22231398026148477,0.07283401489257812,False
22,rh_precentral_smooth3mm,0.027699439,0.028209861,0.00051042513,-1.0098555088043213,0.32594746351242065,0.4406688894544329,0.18186569213867188,False
23,rh_superiorfrontal_smooth3mm,-0.0041158185,-0.0038120626,0.00030375528,-0.7540344595909119,0.46057939529418945,0.48060458639393683,0.4180412292480469,False
