roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,-0.041258227,-0.040650483,0.0006077464,2.043135643005371,0.055961135774850845,0.2364690133503505,0.05457305908203125,False
1,lh_GPe,-0.073641166,-0.07304051,0.00060066464,1.654618740081787,0.11533354967832565,0.2706001509319652,0.14468765258789062,False
2,lh_GPi,0.03559981,0.035085913,-0.00051389495,-1.4207491874694824,0.1724817156791687,0.3378406487978422,0.21011734008789062,False
3,lh_Pu,-0.0021720163,-0.0021299424,4.2074e-05,0.16089323163032532,0.8739693760871887,0.9119680446127186,0.9529838562011719,False
4,lh_STH,-0.008992475,-0.009033799,-4.1323812e-05,-0.16671931743621826,0.8694493770599365,0.9119680446127186,0.3320655822753906,False
5,lh_cerebellum_dentate,-0.022859119,-0.022283683,0.0005754352,2.387340545654297,0.02814825251698494,0.16888951510190964,0.025821685791015625,False
6,lh_cerebellum_motor,-0.025895312,-0.026043698,-0.00014838587,-0.6745545268058777,0.5085305571556091,0.7149524688720703,0.156402587890625,False
7,lh_paracentral_smooth3mm,0.026391258,0.025970846,-0.00042041362,-1.384941816329956,0.18299701809883118,0.3378406487978422,0.08742904663085938,False
8,lh_postcentral_smooth3mm,0.0066346116,0.006471131,-0.00016348143,-1.0635114908218384,0.30161038041114807,0.4825766086578369,0.48996734619140625,False
9,lh_precentral_smooth3mm,0.020043382,0.019870186,-0.0001731914,-0.6306195855140686,0.5362143516540527,0.7149524688720703,0.5412178039550781,False
10,lh_superiorfrontal_smooth3mm,0.013923821,0.013565637,-0.00035818387,-1.6335936784744263,0.11971303075551987,0.2706001509319652,0.049365997314453125,False
11,lh_vim,-0.017364306,-0.017316198,4.810634e-05,0.2511211931705475,0.8045647144317627,0.9119680446127186,0.8595733642578125,False
12,lh_zi,0.010214913,0.0097162,-0.00049871404,-2.7791128158569336,0.012378069572150707,0.1485368348658085,0.00823211669921875,False
13,rh_Ca,-0.012596734,-0.012529455,6.727982e-05,0.24382849037647247,0.8101209998130798,0.9119680446127186,0.37359619140625,False
14,rh_GPe,-0.022820367,-0.022620628,0.00019974007,1.1689127683639526,0.2576867341995239,0.44174868719918386,0.70855712890625,False
15,rh_GPi,-0.07733028,-0.07602555,0.0013047233,3.8258895874023438,0.0012378717074170709,0.0297089209780097,0.0016937255859375,True
16,rh_Pu,-0.021612152,-0.02115846,0.00045369437,2.4242818355560303,0.026091383770108223,0.16888951510190964,0.02298736572265625,False
17,rh_STH,-0.054978993,-0.054339353,0.00063964195,1.934179425239563,0.06897012889385223,0.2364690133503505,0.104156494140625,False
18,rh_cerebellum_dentate,0.02333877,0.023226574,-0.00011219555,-0.39090341329574585,0.7004566788673401,0.8847873838324296,0.6507492065429688,False
19,rh_cerebellum_motor,-0.0013186302,-0.0016506193,-0.00033198926,-1.6135210990905762,0.12402506917715073,0.2706001509319652,0.07283401489257812,False
20,rh_paracentral_smooth3mm,0.04404376,0.043390404,-0.00065335556,-1.9390817880630493,0.06833133846521378,0.2364690133503505,0.08742904663085938,False
21,rh_postcentral_smooth3mm,0.021508638,0.021290489,-0.00021814545,-0.9239451885223389,0.3677356243133545,0.5516034364700317,0.24125289916992188,False
22,rh_precentral_smooth3mm,-0.01523224,-0.015562128,-0.0003298898,-1.6931805610656738,0.10765612870454788,0.2706001509319652,0.060207366943359375,False
23,rh_superiorfrontal_smooth3mm,-0.022807347,-0.022814745,-7.401564e-06,-0.03371421620249748,0.9734761118888855,0.9734761118888855,0.5948867797851562,False
