roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,-0.018948132,-0.019450711,-0.0005025795,-1.7850955724716187,0.09110786020755768,0.27332358062267303,0.104156494140625,False
1,lh_GPe,0.0032436294,0.003189481,-5.4148073e-05,-0.27452781796455383,0.7868049144744873,0.8569702272829802,0.7982521057128906,False
2,lh_GPi,0.031188006,0.03053484,-0.0006531709,-1.8189833164215088,0.08559099584817886,0.27332358062267303,0.07987594604492188,False
3,lh_Pu,0.015933884,0.015389043,-0.0005448403,-1.4506381750106812,0.16408449411392212,0.290824362209865,0.104156494140625,False
4,lh_STH,0.017327204,0.017081453,-0.00024575065,-0.9477316737174988,0.3558168411254883,0.5023296580595128,0.3524589538574219,False
5,lh_cerebellum_dentate,0.008107233,0.00747872,-0.00062851247,-2.2664082050323486,0.035987772047519684,0.17800626754760743,0.00823211669921875,False
6,lh_cerebellum_motor,0.009720417,0.009262481,-0.00045793605,-1.4992451667785645,0.1511445939540863,0.290824362209865,0.22532272338867188,False
7,lh_paracentral_smooth3mm,-6.485023e-06,-0.00039102614,-0.00038454114,-1.102295994758606,0.28485408425331116,0.42728112637996674,0.2753410339355469,False
8,lh_postcentral_smooth3mm,0.021840746,0.021714954,-0.00012579109,-0.42994675040245056,0.6723373532295227,0.7841273716517857,0.76800537109375,False
9,lh_precentral_smooth3mm,0.048608255,0.04862424,1.5981888e-05,0.05105508491396904,0.9598439335823059,0.9598439335823059,0.8905677795410156,False
10,lh_superiorfrontal_smooth3mm,0.006927427,0.006116584,-0.00081084267,-4.030302047729492,0.0007850279798731208,0.0188406715169549,0.000965118408203125,True
11,lh_vim,-0.011876699,-0.012309893,-0.00043319367,-1.5111504793167114,0.14810705184936523,0.290824362209865,0.1956329345703125,False
12,lh_zi,0.026008472,0.025580471,-0.00042799988,-1.5026942491531372,0.15025942027568817,0.290824362209865,0.21011734008789062,False
13,rh_Ca,0.06220238,0.06212539,-7.697548e-05,-0.22924494743347168,0.8212631344795227,0.8569702272829802,0.70855712890625,False
14,rh_GPe,-0.009806258,-0.010249561,-0.00044330247,-2.2514820098876953,0.03708463907241821,0.17800626754760743,0.05457305908203125,False
15,rh_GPi,-0.013267297,-0.013423665,-0.00015636739,-0.4107399880886078,0.6861114501953125,0.7841273716517857,0.70855712890625,False
16,rh_Pu,-0.053894997,-0.054320104,-0.00042511328,-1.4307020902633667,0.16964754462242126,0.290824362209865,0.168792724609375,False
17,rh_STH,-0.009196796,-0.009773178,-0.0005763815,-2.3096601963043213,0.032976627349853516,0.17800626754760743,0.049365997314453125,False
18,rh_cerebellum_dentate,0.035701003,0.03530499,-0.00039601757,-1.1550800800323486,0.26316171884536743,0.42105875015258787,0.48996734619140625,False
19,rh_cerebellum_motor,-0.045596644,-0.046256732,-0.0006600852,-2.1237947940826416,0.0478043407201767,0.1912173628807068,0.044559478759765625,False
20,rh_paracentral_smooth3mm,-0.026018633,-0.026270796,-0.00025216452,-0.9057847857475281,0.3770149350166321,0.5026865800221761,0.4413337707519531,False
21,rh_postcentral_smooth3mm,0.024955606,0.02437441,-0.00058119633,-2.3529157638549805,0.03020044043660164,0.17800626754760743,0.020412445068359375,False
22,rh_precentral_smooth3mm,0.0008053759,0.00067268166,-0.00013269427,-0.5721746683120728,0.5742806792259216,0.7254071737590589,0.5948867797851562,False
23,rh_superiorfrontal_smooth3mm,-0.0124367,-0.012840409,-0.00040370933,-1.5568066835403442,0.13692398369312286,0.290824362209865,0.24125289916992188,False
