roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,-0.019047696,-0.01915499,-0.00010729366,-0.47222059965133667,0.6424436569213867,0.9636654853820801,0.5152778625488281,False
1,lh_GPe,0.0031223833,0.0033834248,0.00026104142,1.4476312398910522,0.1649138480424881,0.6032862067222595,0.24125289916992188,False
2,lh_GPi,0.030649982,0.030812705,0.00016272352,0.5680568218231201,0.5770144462585449,0.9232231140136719,0.8905677795410156,False
3,lh_Pu,0.015634052,0.015621948,-1.2103517e-05,-0.054711855947971344,0.9569706916809082,0.9718880653381348,0.9529838562011719,False
4,lh_STH,0.017244594,0.017276235,3.1642223e-05,0.18151499330997467,0.857991635799408,0.9718880653381348,0.9217147827148438,False
5,lh_cerebellum_dentate,0.0078844,0.007761379,-0.00012302137,-0.735750138759613,0.4713621139526367,0.8634404795510427,0.168792724609375,False
6,lh_cerebellum_motor,0.009672717,0.009532218,-0.00014049835,-0.6824002265930176,0.5036736130714417,0.8634404795510427,0.5152778625488281,False
7,lh_paracentral_smooth3mm,-6.8322646e-05,-4.165118e-05,2.6671485e-05,0.1302037388086319,0.8978492021560669,0.9718880653381348,0.8905677795410156,False
8,lh_postcentral_smooth3mm,0.021753825,0.022168191,0.00041436325,1.7691150903701782,0.09381544589996338,0.6032862067222595,0.11337661743164062,False
9,lh_precentral_smooth3mm,0.048266124,0.048797626,0.0005315052,1.8161767721176147,0.08603660017251968,0.6032862067222595,0.09551239013671875,False
10,lh_superiorfrontal_smooth3mm,0.006656227,0.0064590634,-0.00019716454,-1.0148351192474365,0.32363197207450867,0.7061061208898372,0.37359619140625,False
11,lh_vim,-0.012022137,-0.012014848,7.2891676e-06,0.03573358803987503,0.9718880653381348,0.9718880653381348,0.6225624084472656,False
12,lh_zi,0.025671996,0.025900071,0.00022807854,1.0777428150177002,0.2953808307647705,0.7061061208898372,0.24125289916992188,False
13,rh_Ca,0.061412353,0.062238794,0.000826431,2.3320200443267822,0.03151321038603783,0.6032862067222595,0.020412445068359375,False
14,rh_GPe,-0.010034754,-0.010015768,1.8987903e-05,0.11612176895141602,0.9088417291641235,0.9718880653381348,0.9217147827148438,False
15,rh_GPi,-0.013243404,-0.012908024,0.00033538186,1.4681050777435303,0.15933376550674438,0.6032862067222595,0.06628799438476562,False
16,rh_Pu,-0.05351113,-0.05383076,-0.00031962813,-1.3270050287246704,0.20109540224075317,0.6032862067222595,0.104156494140625,False
17,rh_STH,-0.009258647,-0.009421214,-0.00016256512,-0.907499372959137,0.37613216042518616,0.7522643208503723,0.48996734619140625,False
18,rh_cerebellum_dentate,0.03506337,0.035564236,0.00050086743,1.6252245903015137,0.12149515002965927,0.6032862067222595,0.12318801879882812,False
19,rh_cerebellum_motor,-0.045678627,-0.045649398,2.9224118e-05,0.12246900051832199,0.9038845896720886,0.9718880653381348,0.8595733642578125,False
20,rh_paracentral_smooth3mm,-0.025746275,-0.026077453,-0.00033117723,-1.372545599937439,0.18675529956817627,0.6032862067222595,0.104156494140625,False
21,rh_postcentral_smooth3mm,0.0249397,0.024661263,-0.00027842977,-1.1480435132980347,0.26598018407821655,0.7061061208898372,0.11337661743164062,False
22,rh_precentral_smooth3mm,0.0009897687,0.00094034855,-4.9420098e-05,-0.18447689712047577,0.855701744556427,0.9718880653381348,0.9529838562011719,False
23,rh_superiorfrontal_smooth3mm,-0.012256018,-0.012302077,-4.6059537e-05,-0.23759940266609192,0.8148751854896545,0.9718880653381348,0.6794281005859375,False
