roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,0.011738293,0.0119778365,0.00023954498,0.7037125825881958,0.4906154274940491,0.692633544697481,0.005329132080078125,False
1,lh_GPe,0.060697768,0.062334944,0.0016371743,3.493320941925049,0.002594924531877041,0.020759396255016327,0.00141143798828125,True
2,lh_GPi,0.006049299,0.0061464943,9.7195596e-05,0.33017823100090027,0.7450770139694214,0.7774716667507006,0.168792724609375,False
3,lh_Pu,0.033374477,0.03401729,0.0006428159,2.1332545280456543,0.04692215844988823,0.12512575586636862,0.036067962646484375,False
4,lh_STH,0.00080033904,0.0011620736,0.0003617346,0.9833530783653259,0.3384673595428467,0.5415477752685547,0.08742904663085938,False
5,lh_cerebellum_dentate,-0.012756176,-0.012787633,-3.1456497e-05,-0.12103116512298584,0.9050071239471436,0.9050071239471436,0.76800537109375,False
6,lh_cerebellum_motor,0.0035214247,0.003628925,0.00010750018,0.6043782830238342,0.5531343817710876,0.6986960611845318,0.2934989929199219,False
7,lh_paracentral_smooth3mm,0.013784051,0.013941843,0.00015779247,0.7245084047317505,0.47806599736213684,0.692633544697481,0.07987594604492188,False
8,lh_postcentral_smooth3mm,0.016112488,0.016823318,0.00071083236,2.6873903274536133,0.015049093402922153,0.05240375761474882,0.007144927978515625,False
9,lh_precentral_smooth3mm,0.019590652,0.02020142,0.0006107679,2.530323028564453,0.020942991599440575,0.06282897479832172,0.014068603515625,False
10,lh_superiorfrontal_smooth3mm,0.0037042804,0.0038127347,0.00010845366,0.44776231050491333,0.6596667766571045,0.7539048876081195,0.5677604675292969,False
11,lh_vim,-0.01355839,-0.013760093,-0.0002017029,-0.651066780090332,0.5232285857200623,0.6976381142934164,0.9529838562011719,False
12,lh_zi,0.019341106,0.020137383,0.0007962755,2.680072546005249,0.015284429304301739,0.05240375761474882,0.00945281982421875,False
13,rh_Ca,0.028355012,0.029420888,0.0010658749,3.9128971099853516,0.0010196862276643515,0.020759396255016327,0.000789642333984375,True
14,rh_GPe,-0.013292546,-0.013006513,0.00028603288,1.2280429601669312,0.23524774610996246,0.4704954922199249,0.09551239013671875,False
15,rh_GPi,0.03653966,0.037377864,0.0008382082,2.8098866939544678,0.01158849336206913,0.05240375761474882,0.015972137451171875,False
16,rh_Pu,0.023666445,0.024748601,0.0010821606,3.3294179439544678,0.0037308642640709877,0.022385185584425926,0.007144927978515625,True
17,rh_STH,-0.0039419676,-0.004033406,-9.143829e-05,-0.44993194937705994,0.6581308245658875,0.7539048876081195,0.5948867797851562,False
18,rh_cerebellum_dentate,0.0024068356,0.0027153685,0.00030853285,1.040148138999939,0.3120419979095459,0.5349291392735073,0.1336212158203125,False
19,rh_cerebellum_motor,-0.009409052,-0.009712689,-0.00030363465,-1.3805400133132935,0.18432454764842987,0.44237891435623167,0.4653167724609375,False
20,rh_paracentral_smooth3mm,0.003909609,0.0041728923,0.00026328387,1.2595309019088745,0.22392646968364716,0.4704954922199249,0.156402587890625,False
21,rh_postcentral_smooth3mm,-0.01687543,-0.017220723,-0.00034529492,-1.0823217630386353,0.29339656233787537,0.5349291392735073,0.48996734619140625,False
22,rh_precentral_smooth3mm,-0.0061474475,-0.0060578655,8.9582594e-05,0.3539366126060486,0.7274982929229736,0.7774716667507006,0.4653167724609375,False
23,rh_superiorfrontal_smooth3mm,0.032056626,0.032932293,0.0008756653,3.60079026222229,0.0020436050835996866,0.020759396255016327,0.003917694091796875,True
