roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,0.011614047,0.011810594,0.00019654901,0.7606640458106995,0.4567070007324219,0.5219508579799107,0.3524589538574219,False
1,lh_GPe,0.061680604,0.062563956,0.00088335085,1.9577147960662842,0.06595072150230408,0.14389248327775436,0.08742904663085938,False
2,lh_GPi,0.0059713856,0.0064304136,0.00045902704,2.0125088691711426,0.05937429890036583,0.14389248327775436,0.08742904663085938,False
3,lh_Pu,0.033785958,0.034170344,0.0003843882,1.3461259603500366,0.19497153162956238,0.33423691136496403,0.25792694091796875,False
4,lh_STH,0.00061793183,0.0013415463,0.0007236144,2.129324197769165,0.047286875545978546,0.14227772131562233,0.0289306640625,False
5,lh_cerebellum_dentate,-0.012912543,-0.012911249,1.2940973e-06,0.003886556252837181,0.9969417452812195,0.9969417452812195,0.5152778625488281,False
6,lh_cerebellum_motor,0.0032552385,0.0034901425,0.00023490402,0.8835911750793457,0.38856616616249084,0.49082042041577795,0.4653167724609375,False
7,lh_paracentral_smooth3mm,0.013780785,0.013968926,0.0001881398,0.9496138691902161,0.3548851013183594,0.4731801350911458,0.25792694091796875,False
8,lh_postcentral_smooth3mm,0.016132465,0.016630786,0.00049832073,2.1278328895568848,0.04742590710520744,0.14227772131562233,0.09551239013671875,False
9,lh_precentral_smooth3mm,0.01961309,0.020273479,0.0006603889,2.534830093383789,0.020746923983097076,0.1119031235575676,0.015972137451171875,False
10,lh_superiorfrontal_smooth3mm,0.0033415477,0.003604114,0.00026256606,1.302324891090393,0.2092236876487732,0.3347579002380371,0.22532272338867188,False
11,lh_vim,-0.014134664,-0.013785481,0.00034918427,1.8569872379302979,0.07975447177886963,0.15950894355773926,0.05457305908203125,False
12,lh_zi,0.019789465,0.020088453,0.00029898484,1.0683435201644897,0.29948464035987854,0.4492269605398178,0.3320655822753906,False
13,rh_Ca,0.028626066,0.029286994,0.00066092785,1.9747837781906128,0.06383540481328964,0.14389248327775436,0.06628799438476562,False
14,rh_GPe,-0.013472105,-0.013138476,0.00033362763,1.0183305740356445,0.3220139145851135,0.4546078794142779,0.4180412292480469,False
15,rh_GPi,0.03676879,0.037664566,0.00089576957,2.6046016216278076,0.017925091087818146,0.1119031235575676,0.00823211669921875,False
16,rh_Pu,0.02361666,0.0243552,0.0007385377,2.6741342544555664,0.015477982349693775,0.1119031235575676,0.014068603515625,False
17,rh_STH,-0.0044566425,-0.0040448345,0.00041180805,2.4474024772644043,0.024876581504940987,0.1119031235575676,0.040130615234375,False
18,rh_cerebellum_dentate,0.0021852655,0.0027055934,0.0005203283,2.8517210483551025,0.010592452250421047,0.1119031235575676,0.00945281982421875,False
19,rh_cerebellum_motor,-0.009690498,-0.009740125,-4.962606e-05,-0.21300166845321655,0.8337193131446838,0.8699679789335831,0.70855712890625,False
20,rh_paracentral_smooth3mm,0.0035286762,0.0038867644,0.00035808855,1.4152193069458008,0.17407283186912537,0.32136522806607765,0.1956329345703125,False
21,rh_postcentral_smooth3mm,-0.017139837,-0.017297229,-0.00015739293,-0.7178041934967041,0.4820908308029175,0.5259172699668191,0.48996734619140625,False
22,rh_precentral_smooth3mm,-0.0062423954,-0.0059912116,0.00025118372,0.7906929850578308,0.4394172132015228,0.5219508579799107,0.48996734619140625,False
23,rh_superiorfrontal_smooth3mm,0.032435603,0.03302429,0.00058868655,2.3903393745422363,0.0279757808893919,0.1119031235575676,0.040130615234375,False
