roi,n_positive,n_negative,n_consistent,consistent_direction,consistency_fraction,mean_delta
rh_cerebellum_motor,15,4,15,increase,0.7894736842105263,6.659274e-05
rh_postcentral_smooth3mm,14,5,14,increase,0.7368421052631579,0.00012270476
lh_precentral_smooth3mm,14,5,14,increase,0.7368421052631579,3.433206e-05
rh_Pu,14,5,14,increase,0.7368421052631579,7.485189e-05
lh_GPi,13,6,13,increase,0.6842105263157895,7.460359e-05
lh_cerebellum_motor,13,6,13,increase,0.6842105263157895,7.35055e-05
rh_cerebellum_dentate,6,13,13,decrease,0.6842105263157895,-3.6834237e-05
lh_cerebellum_dentate,7,12,12,decrease,0.631578947368421,-0.00012653292
rh_paracentral_smooth3mm,12,7,12,increase,0.631578947368421,8.777694e-05
rh_GPi,7,12,12,decrease,0.631578947368421,-0.000109299726
lh_postcentral_smooth3mm,8,11,11,decrease,0.5789473684210527,4.6492598e-05
lh_Pu,11,8,11,increase,0.5789473684210527,1.4807309e-05
lh_Ca,11,8,11,increase,0.5789473684210527,-6.09663e-06
rh_GPe,11,8,11,increase,0.5789473684210527,6.636896e-05
rh_Ca,11,8,11,increase,0.5789473684210527,7.931066e-05
lh_superiorfrontal_smooth3mm,11,8,11,increase,0.5789473684210527,2.7423878e-06
lh_paracentral_smooth3mm,10,9,10,increase,0.5263157894736842,-2.7705828e-06
lh_STH,9,10,10,decrease,0.5263157894736842,-5.7761587e-05
lh_GPe,10,9,10,increase,0.5263157894736842,9.9764315e-05
lh_vim,10,9,10,increase,0.5263157894736842,1.5212099e-05
lh_zi,9,10,10,decrease,0.5263157894736842,3.068752e-05
rh_STH,10,9,10,increase,0.5263157894736842,-3.8583206e-05
rh_precentral_smooth3mm,10,9,10,increase,0.5263157894736842,2.1362379e-05
rh_superiorfrontal_smooth3mm,10,9,10,increase,0.5263157894736842,1.497738e-05
