roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,-0.009165952,-0.009636143,-0.0004701928,1.241237759590149,0.23045116662979126,0.61453644434611,0.06628799438476562,False
1,lh_GPe,0.0058582486,0.006153833,0.00029558488,-0.9095895886421204,0.37505796551704407,0.6735483578273228,0.25792694091796875,False
2,lh_GPi,0.017552728,0.01710602,-0.00044670486,1.1147688627243042,0.27961304783821106,0.6237401366233826,0.2934989929199219,False
3,lh_Pu,0.02846416,0.02855797,9.380761e-05,-0.24504707753658295,0.8091918230056763,0.8443740761798361,0.9217147827148438,False
4,lh_STH,0.014208106,0.01405268,-0.00015542774,0.5493019819259644,0.5895484685897827,0.8191077834681462,0.6794281005859375,False
5,lh_cerebellum_dentate,-0.011401439,-0.010924506,0.000476935,-1.3553059101104736,0.19208459556102753,0.6129435896873474,0.3320655822753906,False
6,lh_cerebellum_motor,0.0009911289,0.0006131573,-0.00037797148,1.379639744758606,0.1845969706773758,0.6129435896873474,0.104156494140625,False
7,lh_paracentral_smooth3mm,0.0080712205,0.007823603,-0.00024761734,0.7114890813827515,0.4859001636505127,0.728850245475769,0.1336212158203125,False
8,lh_postcentral_smooth3mm,0.032049447,0.031965174,-8.427753e-05,0.294180691242218,0.7719851732254028,0.8443740761798361,0.76800537109375,False
9,lh_precentral_smooth3mm,0.047174703,0.04676822,-0.00040648956,1.040528416633606,0.3118700683116913,0.6237401366233826,0.3320655822753906,False
10,lh_superiorfrontal_smooth3mm,0.015644344,0.015394402,-0.00024994145,0.8015254139900208,0.43328148126602173,0.6932503700256347,0.3320655822753906,False
11,lh_vim,0.007723686,0.0076431045,-8.058254e-05,0.2629985511302948,0.7955384254455566,0.8443740761798361,0.7380905151367188,False
12,lh_zi,0.008970739,0.008755538,-0.00021520353,0.8753710389137268,0.392903208732605,0.6735483578273228,0.5412178039550781,False
13,rh_Ca,0.0065422035,0.006333433,-0.0002087699,0.49844804406166077,0.6242039203643799,0.8191077834681462,0.3954620361328125,False
14,rh_GPe,0.018138288,0.018076552,-6.173639e-05,0.1343458890914917,0.8946197628974915,0.8946197628974915,0.8905677795410156,False
15,rh_GPi,-0.029235348,-0.028778411,0.00045692697,-1.0760852098464966,0.29610151052474976,0.6237401366233826,0.5677604675292969,False
16,rh_Pu,0.008839876,0.009254992,0.00041511585,-1.3284012079238892,0.20064328610897064,0.6129435896873474,0.312408447265625,False
17,rh_STH,-0.002363223,-0.001978095,0.00038512817,-1.317138433456421,0.20431452989578247,0.6129435896873474,0.3320655822753906,False
18,rh_cerebellum_dentate,0.036947023,0.03672747,-0.00021955646,0.4636436700820923,0.648460328578949,0.8191077834681462,0.5412178039550781,False
19,rh_cerebellum_motor,-0.030427186,-0.030514017,-8.682416e-05,0.25780150294303894,0.799484372138977,0.8443740761798361,0.8905677795410156,False
20,rh_paracentral_smooth3mm,0.047402788,0.04667721,-0.0007255844,1.4884182214736938,0.15395160019397736,0.6129435896873474,0.07987594604492188,False
21,rh_postcentral_smooth3mm,0.023569766,0.023054527,-0.00051524077,1.9454302787780762,0.06751177459955215,0.6129435896873474,0.06628799438476562,False
22,rh_precentral_smooth3mm,0.024112348,0.023652952,-0.00045939683,1.4920605421066284,0.15300247073173523,0.6129435896873474,0.07987594604492188,False
23,rh_superiorfrontal_smooth3mm,0.011521819,0.01092662,-0.00059519976,1.6044548749923706,0.12601540982723236,0.6129435896873474,0.18186569213867188,False
