roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,-0.025886182,-0.026062166,-0.00017598017,0.5317173600196838,0.6014229655265808,0.7017784335396506,0.24125289916992188,False
1,lh_GPe,-0.029365232,-0.029519165,-0.00015393135,0.47100210189819336,0.6432968974113464,0.7017784335396506,0.5412178039550781,False
2,lh_GPi,0.039863475,0.03882184,-0.001041635,2.316819429397583,0.03250133991241455,0.09750401973724365,0.0289306640625,False
3,lh_Pu,0.013112675,0.012918344,-0.00019433266,0.4761281907558441,0.6397108435630798,0.7017784335396506,0.4653167724609375,False
4,lh_STH,0.0049670236,0.0044617355,-0.0005052884,1.3813809156417847,0.18407025933265686,0.2761053889989853,0.156402587890625,False
5,lh_cerebellum_dentate,-0.019822499,-0.019362805,0.00045969494,-1.5857702493667603,0.13020247220993042,0.20832395553588867,0.14468765258789062,False
6,lh_cerebellum_motor,-0.0039051198,-0.0047875615,-0.00088244193,3.353502035140991,0.0035374287981539965,0.04244914557784796,0.00457763671875,True
7,lh_paracentral_smooth3mm,0.009927258,0.009274819,-0.0006524391,1.8938966989517212,0.07442472130060196,0.16052960432492772,0.020412445068359375,False
8,lh_postcentral_smooth3mm,0.036620475,0.03597623,-0.0006442466,2.727508068084717,0.01381919626146555,0.0829151775687933,0.0180816650390625,False
9,lh_precentral_smooth3mm,0.015637144,0.015039612,-0.0005975322,2.116184949874878,0.048524945974349976,0.11645987033843994,0.06628799438476562,False
10,lh_superiorfrontal_smooth3mm,0.025435146,0.0248477,-0.00058744545,1.8104403018951416,0.0869535356760025,0.16052960432492772,0.05457305908203125,False
11,lh_vim,0.004882849,0.004411167,-0.00047168223,1.7577272653579712,0.09578733146190643,0.16420685393469672,0.104156494140625,False
12,lh_zi,0.014972778,0.013971327,-0.0010014503,4.5121965408325195,0.00026964882272295654,0.006471571745350957,0.00041961669921875,True
13,rh_Ca,0.009537298,0.00912345,-0.00041384838,1.0746161937713623,0.2967413663864136,0.39565515518188477,0.21011734008789062,False
14,rh_GPe,-0.006987025,-0.007054196,-6.717115e-05,0.24858666956424713,0.8064945340156555,0.8415595137554666,0.5948867797851562,False
15,rh_GPi,-0.045642223,-0.04480763,0.000834587,-2.373685598373413,0.02894618920981884,0.09750401973724365,0.03234100341796875,False
16,rh_Pu,-0.008537316,-0.008368917,0.00016839952,-0.8083522915840149,0.4294423460960388,0.5424534898055228,0.37359619140625,False
17,rh_STH,-0.017320713,-0.01732283,-2.1180726e-06,0.0074799684807658195,0.9941142201423645,0.9941142201423645,0.7982521057128906,False
18,rh_cerebellum_dentate,0.031407822,0.03091238,-0.0004954392,1.2777149677276611,0.21758367121219635,0.30717694759368896,0.37359619140625,False
19,rh_cerebellum_motor,-0.007629346,-0.008405413,-0.0007760672,2.4896657466888428,0.022792121395468712,0.09417963773012161,0.040130615234375,False
20,rh_paracentral_smooth3mm,0.04749872,0.046531864,-0.00096685265,2.191981554031372,0.04177030920982361,0.11138749122619629,0.049365997314453125,False
21,rh_postcentral_smooth3mm,0.027541675,0.026717598,-0.0008240779,2.4739980697631836,0.023544909432530403,0.09417963773012161,0.03234100341796875,False
22,rh_precentral_smooth3mm,0.011562846,0.010515107,-0.0010477399,3.1566152572631836,0.0054585570469498634,0.04366845637559891,0.000965118408203125,True
23,rh_superiorfrontal_smooth3mm,-0.0011931494,-0.001834969,-0.00064181956,1.8480356931686401,0.08109673112630844,0.16052960432492772,0.104156494140625,False
