roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,-0.025771832,-0.026121275,-0.00034944635,1.642703652381897,0.11779836565256119,0.4354650020599365,0.1336212158203125,False
1,lh_GPe,-0.029826779,-0.02966309,0.00016369093,-0.4331875443458557,0.6700247526168823,0.8463470559371146,0.6225624084472656,False
2,lh_GPi,0.038941387,0.03866591,-0.00027547756,0.8278598785400391,0.4185910224914551,0.6278865337371826,0.7380905151367188,False
3,lh_Pu,0.012660262,0.012857056,0.00019679556,-0.5176947116851807,0.6109752655029297,0.8146336873372396,0.9529838562011719,False
4,lh_STH,0.0046610325,0.004294744,-0.00036628768,1.4250901937484741,0.17124080657958984,0.4354650020599365,0.18186569213867188,False
5,lh_cerebellum_dentate,-0.019313151,-0.01963634,-0.0003231903,1.0721089839935303,0.29783573746681213,0.5498505922464224,0.6507492065429688,False
6,lh_cerebellum_motor,-0.0040917695,-0.0049226643,-0.00083089503,4.058533668518066,0.0007372063118964434,0.01769295148551464,0.000522613525390625,True
7,lh_paracentral_smooth3mm,0.00976182,0.009501164,-0.00026065556,0.9419108629226685,0.3587087392807007,0.5957940101623536,0.3954620361328125,False
8,lh_postcentral_smooth3mm,0.035863448,0.036158536,0.00029508947,-0.9148348569869995,0.37237125635147095,0.5957940101623536,0.4180412292480469,False
9,lh_precentral_smooth3mm,0.015403954,0.015039651,-0.0003643032,1.598197102546692,0.1274048388004303,0.4354650020599365,0.25792694091796875,False
10,lh_superiorfrontal_smooth3mm,0.02479749,0.024880357,8.286722e-05,-0.27982673048973083,0.7828006148338318,0.8815652598505435,0.8595733642578125,False
11,lh_vim,0.0045547225,0.00421927,-0.00033545305,1.390124797821045,0.18144375085830688,0.4354650020599365,0.24125289916992188,False
12,lh_zi,0.014420317,0.013931171,-0.0004891453,1.8781263828277588,0.07666212320327759,0.4354650020599365,0.11337661743164062,False
13,rh_Ca,0.0093210265,0.008751596,-0.00056943065,2.7439751625061035,0.013342705555260181,0.16011246666312218,0.012359619140625,False
14,rh_GPe,-0.0068543334,-0.0073049306,-0.00045059706,1.7624908685684204,0.0949581116437912,0.4354650020599365,0.12318801879882812,False
15,rh_GPi,-0.045014687,-0.044934593,8.0091195e-05,-0.20114649832248688,0.8428394198417664,0.8815652598505435,0.4653167724609375,False
16,rh_Pu,-0.008235532,-0.008301671,-6.613875e-05,0.19855861365795135,0.8448333740234375,0.8815652598505435,0.9843215942382812,False
17,rh_STH,-0.017210422,-0.01777726,-0.0005668355,1.4686594009399414,0.15918487310409546,0.4354650020599365,0.22532272338867188,False
18,rh_cerebellum_dentate,0.031123927,0.03075645,-0.00036747803,1.2734506130218506,0.21905836462974548,0.44181573390960693,0.1336212158203125,False
19,rh_cerebellum_motor,-0.008032192,-0.008265517,-0.00023332414,0.5819452404975891,0.567821204662323,0.8016299359938677,0.7380905151367188,False
20,rh_paracentral_smooth3mm,0.046678454,0.04681684,0.00013838199,-0.3573753833770752,0.7249664664268494,0.8699597597122192,0.3954620361328125,False
21,rh_postcentral_smooth3mm,0.026991675,0.02701718,2.5506475e-05,-0.09784829616546631,0.9231340885162354,0.9231340885162354,0.7982521057128906,False
22,rh_precentral_smooth3mm,0.010806479,0.010437945,-0.00036853223,1.268134355545044,0.22090786695480347,0.44181573390960693,0.24125289916992188,False
23,rh_superiorfrontal_smooth3mm,-0.0013284802,-0.0020118789,-0.0006833985,2.274477958679199,0.035407375544309616,0.28325900435447693,0.07283401489257812,False
