epoch,kl_g0_weight,kl_u_weight,train_loss_total,train_loss_recon,train_loss_kl_g0,train_loss_kl_u,train_loss_cls,val_loss_total,val_loss_recon,val_loss_kl_g0,val_loss_kl_u,val_loss_cls,lr
1731,1.000,1.000,3.997121,2.035168,0.039822,1.922131,0.702703,4.538321,2.541982,0.039836,1.956504,0.694866,1.00e-04
1732,1.000,1.000,3.995917,2.032642,0.039821,1.923454,0.702672,4.541424,2.545443,0.039839,1.956142,0.694967,1.00e-04
1733,1.000,1.000,3.990917,2.028124,0.039817,1.922976,0.702955,4.534649,2.540345,0.039841,1.954464,0.694886,1.00e-04
1734,1.000,1.000,3.987264,2.027183,0.039807,1.920275,0.702920,4.522281,2.532715,0.039837,1.949729,0.694674,1.00e-04
1735,1.000,1.000,3.989496,2.030295,0.039789,1.919413,0.702764,4.524815,2.532549,0.039836,1.952431,0.694775,1.00e-04
1736,1.000,1.000,3.990715,2.029922,0.039799,1.920994,0.702006,4.530148,2.531776,0.039840,1.958532,0.695115,1.00e-04
1737,1.000,1.000,3.990826,2.024298,0.039816,1.926712,0.703262,4.531642,2.532788,0.039839,1.959015,0.695066,1.00e-04
1738,1.000,1.000,3.984570,2.018040,0.039825,1.926705,0.702608,4.529987,2.529568,0.039839,1.960580,0.695594,1.00e-04
1739,1.000,1.000,3.981227,2.014388,0.039821,1.927018,0.702577,4.523571,2.530812,0.039840,1.952919,0.694666,1.00e-04
1740,1.000,1.000,3.982672,2.022510,0.039826,1.920337,0.702495,4.512088,2.518952,0.039843,1.953294,0.695271,1.00e-04
1741,1.000,1.000,3.978657,2.017820,0.039833,1.921004,0.703405,4.515778,2.523537,0.039844,1.952397,0.695536,1.00e-04
1742,1.000,1.000,3.975938,2.015707,0.039827,1.920405,0.703236,4.514848,2.522083,0.039845,1.952921,0.694889,1.00e-04
1743,1.000,1.000,3.973402,2.011381,0.039828,1.922193,0.702924,4.507210,2.511722,0.039847,1.955640,0.695438,1.00e-04
1744,1.000,1.000,3.975163,2.012337,0.039824,1.923002,0.703331,4.513826,2.515321,0.039845,1.958660,0.695604,1.00e-04
1745,1.000,1.000,3.974050,2.010163,0.039814,1.924072,0.702963,4.512495,2.513301,0.039844,1.959350,0.695630,1.00e-04
1746,1.000,1.000,3.968069,2.002921,0.039798,1.925351,0.703661,4.505573,2.510745,0.039843,1.954985,0.695103,1.00e-04
1747,1.000,1.000,3.968081,2.006333,0.039800,1.921948,0.702828,4.506316,2.512712,0.039846,1.953757,0.695560,1.00e-04
1748,1.000,1.000,3.964273,2.004035,0.039816,1.920422,0.702972,4.499146,2.504163,0.039850,1.955133,0.695201,1.00e-04
1749,1.000,1.000,3.960064,1.998474,0.039825,1.921766,0.702830,4.501788,2.505530,0.039849,1.956409,0.695695,1.00e-04
