roi_index,roi_name,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
0,lh_Ca,-0.0010448878,-0.0009185388,0.00012634908,-0.8913902776780541,0.3844807466435882,0.5288230996988249,0.6794281005859375,False
1,lh_GPe,0.0002764741,0.00014920939,-0.00012726472,0.9218293390999397,0.3688089788782696,0.5288230996988249,0.4413337707519531,False
2,lh_GPi,-0.016854627,-0.017052017,-0.00019738828,0.9844717464923853,0.3379324978934737,0.5288230996988249,0.37359619140625,False
3,lh_Pu,-0.013083463,-0.0131913815,-0.000107918815,0.49719750551623154,0.6250682722513633,0.7143637397158438,0.5677604675292969,False
4,lh_STH,0.0052800104,0.0052716094,-8.4012645e-06,0.060998429057003326,0.952032648006174,0.952032648006174,0.8287849426269531,False
5,lh_cerebellum_dentate,0.013617517,0.014050013,0.0004324961,-1.9019028954223822,0.0733110603529907,0.4658320870034541,0.104156494140625,False
6,lh_cerebellum_motor,-0.0148639865,-0.015050244,-0.00018625746,0.9013827837784557,0.3792879084840325,0.5288230996988249,0.5948867797851562,False
7,lh_paracentral_smooth3mm,-0.005903731,-0.005925298,-2.1567555e-05,0.08107228468274755,0.9362791141548411,0.952032648006174,0.76800537109375,False
8,lh_postcentral_smooth3mm,-0.009613925,-0.009985508,-0.00037158324,1.7368490291883818,0.09949593240339741,0.47758047553630756,0.168792724609375,False
9,lh_precentral_smooth3mm,-0.020495307,-0.020787047,-0.00029173982,1.3675498657430019,0.1882872522747779,0.5288230996988249,0.1956329345703125,False
10,lh_superiorfrontal_smooth3mm,-0.023813738,-0.024152331,-0.00033859466,0.9812920101477737,0.33945518007271047,0.5288230996988249,0.3320655822753906,False
11,lh_vim,-0.01520086,-0.01579424,-0.00059338025,2.482370930265558,0.023139744168635616,0.4658320870034541,0.025821685791015625,False
12,lh_zi,0.002744507,0.0025726685,-0.0001718385,0.8346588189602787,0.41485069459958945,0.5288230996988249,0.2934989929199219,False
13,rh_Ca,0.017420882,0.017726162,0.00030528166,-1.2282343311055395,0.235177514889711,0.5288230996988249,0.4180412292480469,False
14,rh_GPe,0.0033318005,0.0034405165,0.00010871624,-1.028008390318288,0.3175629078458988,0.5288230996988249,0.7982521057128906,False
15,rh_GPi,-0.02117772,-0.02138531,-0.00020759083,0.9551410444060513,0.3521590352934587,0.5288230996988249,0.5677604675292969,False
16,rh_Pu,-0.025071282,-0.025498794,-0.00042751303,1.5173140330257164,0.14655438641273602,0.5024721819865234,0.312408447265625,False
17,rh_STH,-0.015967824,-0.016285246,-0.00031742125,1.5437538786480471,0.14004668323873468,0.5024721819865234,0.168792724609375,False
18,rh_cerebellum_dentate,-0.023705054,-0.024151798,-0.00044674083,1.8713705305202937,0.07763868116724235,0.4658320870034541,0.060207366943359375,False
19,rh_cerebellum_motor,-0.023879165,-0.024041468,-0.00016230198,0.8277504295790845,0.418651620594903,0.5288230996988249,0.3954620361328125,False
20,rh_paracentral_smooth3mm,0.01298632,0.013382446,0.00039612473,-1.9080822353922788,0.0724616879363683,0.4658320870034541,0.03234100341796875,False
21,rh_postcentral_smooth3mm,0.010299909,0.010564561,0.0002646534,-1.0161691810968403,0.323013909951701,0.5288230996988249,0.2753410339355469,False
22,rh_precentral_smooth3mm,0.0017104633,0.001750619,4.0155825e-05,-0.22143139397290737,0.827249148179942,0.9024536161963004,0.2753410339355469,False
23,rh_superiorfrontal_smooth3mm,-0.01908287,-0.019295676,-0.0002128028,0.6469827003117189,0.5258085159623906,0.6309702191548687,0.3524589538574219,False
