coord_index,mean_pre,mean_post,delta,t_statistic,p_value,p_value_fdr,wilcoxon_p,significant
51,-0.0017835572,0.00026927437,0.0020528317,-2.344189306323844,0.03074234819094665,0.5749588523720229,0.025821685791015625,False
52,0.17603248,0.17958482,0.003552327,-1.9007914182502608,0.07346477059402015,0.6044285524545322,0.08742904663085938,False
53,-0.0022987246,-0.0029636465,-0.0006649214,0.9159681367776843,0.37179271403931347,0.7138420109554818,0.3524589538574219,False
54,-0.00022525717,-0.0021751407,-0.0019498836,2.1400469050937656,0.04629793525472623,0.5749588523720229,0.07987594604492188,False
55,0.2291079,0.23251402,0.003406091,-1.3064030097422563,0.20786295710135358,0.6501842666159706,0.3524589538574219,False
56,0.00028848238,-0.0007337889,-0.0010222711,0.811606222150973,0.42762034816023464,0.7673414848147434,0.2753410339355469,False
57,-0.003905569,-0.0025269997,0.0013785692,-0.8505056395706548,0.40621589076142794,0.7560549025813879,0.70855712890625,False
58,0.0026015015,0.0037599402,0.0011584389,-1.4340911817213102,0.1686910236830053,0.6363648308904769,0.3954620361328125,False
59,-0.00066398614,0.0009620956,0.0016260819,-1.524544848026564,0.14475016871830176,0.605320323595073,0.3320655822753906,False
60,-0.008720857,-0.008264883,0.00045597483,-0.434685968029752,0.6689568781098904,0.8562648039806596,0.4413337707519531,False
61,-0.18274963,-0.18564086,-0.0028912504,1.6062252115048286,0.12562459560543957,0.6044285524545322,0.156402587890625,False
62,-0.0033003585,-0.0031874187,0.00011293981,-0.11616490315386944,0.9088080679920214,0.9774702405585972,0.9529838562011719,False
63,0.00062903063,-4.0521845e-06,-0.0006330828,0.3435203772963363,0.7351868694024588,0.8933916387675449,0.8905677795410156,False
64,0.00065061485,-0.000317639,-0.0009682538,0.9970630750812889,0.3319496802798222,0.7072391402997266,0.7380905151367188,False
65,-0.0007707062,-0.0007782767,-7.57028e-06,0.005578023418104467,0.9956107608819863,0.9956107608819863,0.8595733642578125,False
